gene,malig_mean,ref_mean,spec
AC024060.1,0.015426048061126177,0.00685020751663699,0.008575840544489188
AC024084.1,7.348347435633018e-05,0.0003467658969539439,-0.0002732824225976137
AC024361.1,0.0,0.0004507826228370957,-0.0004507826228370957
AC024560.2,7.412350747165035e-05,0.0,7.412350747165035e-05
AC025171.1,0.0010221461357087737,0.002528349296068222,-0.0015062031603594484
AC025335.1,0.0005733489693038571,0.0011105043021831147,-0.0005371553328792576
AC026202.3,0.0008421590023725943,0.0019133218336936926,-0.0010711628313210984
AC026904.1,0.006975913662107763,6.657973025804953e-05,0.006909333931849714
AC027601.1,0.0002431441561764675,0.0002282718859145463,1.487227026192119e-05
AC034243.1,0.003455031481442475,0.0003793956846855232,0.003075635796756952
AC037459.4,0.00021990276381303329,4.420308826538462e-05,0.00017569967554764866
AC046143.3,0.0008208763667615698,5.8620898101089114e-05,0.0007622554686604806
AC053503.4,0.00017187745181134528,0.0,0.00017187745181134528
AC058791.1,0.11778754497413305,0.21125629452429778,-0.09346874955016474
AC061992.2,0.0003620344043433197,0.0008930316551397768,-0.0005309972507964571
AC062017.1,0.015699369062127266,0.016391127381710367,-0.0006917583195831002
AC062021.1,0.00018429374369259726,0.0,0.00018429374369259726
AC062028.1,0.00013912290788938307,0.0003138015238414513,-0.0001746786159520682
AC062029.1,0.012434083977477247,0.010845080456851218,0.0015890035206260287
AC062031.1,0.0003940050293213315,0.0,0.0003940050293213315
AC067956.1,0.00034462220920801256,2.468426783712588e-05,0.0003199379413708867
AC068196.1,0.0004797696331025683,0.0008582793801851315,-0.0003785097470825632
AC068282.3,0.000206584464092688,0.0003075548664606905,-0.0001009704023680025
AC068492.1,4.837471801597435e-05,0.00018336031720034502,-0.00013498559918437067
AC068831.10,0.00024020538781815748,0.00010749754051087104,0.00013270784730728643
AC068831.6,0.0009454416861594369,5.460140737057422e-05,0.0008908402787888626
AC069363.1,0.0,0.004903726444237618,-0.004903726444237618
AC069513.4,0.0002877358282799153,0.0006371626657825517,-0.0003494268375026364
AC072062.1,0.0008249502356541827,5.0864608842002225e-05,0.0007740856268121804
AC073072.1,0.0009777839055202643,0.0009502585526816154,2.7525352838648955e-05
AC073072.5,3.835032719634762e-05,0.0001978067874010498,-0.00015945646020470219
AC073130.2,0.00018267791121531104,0.0002740311725428328,-9.135326132752179e-05
AC073254.1,0.00024638746073714894,0.0002065499433832545,3.983751735389443e-05
AC073257.2,0.0004338980015732221,0.002180788184399135,-0.0017468901828259131
AC073316.1,0.026916848698974878,0.00018102431729359058,0.02673582438168129
AC073316.2,0.0002630601487042742,6.648358785703659e-05,0.00019657656084723759
AC073409.1,0.0006946090855161572,0.0,0.0006946090855161572
AC073657.1,0.0002836678712197394,0.00023712567105205692,4.654220016768248e-05
AC074117.10,0.0007735872222746497,0.002186680857763876,-0.0014130936354892262
AC074212.6,0.00010334615113276031,0.0,0.00010334615113276031
AC074289.1,0.00044334390962608167,0.003900768916870627,-0.0034574250072445453
AC074366.3,4.161444052912857e-05,0.0007933526999408841,-0.0007517382594117556
AC074391.1,0.00014039177524178244,0.0,0.00014039177524178244
AC078883.3,0.002517392334232074,0.005303707062549028,-0.002786314728316954
AC079305.10,0.0005192501199529815,0.0012539497925814138,-0.0007346996726284322
AC079354.3,0.0008970840053994958,0.00036501386114800167,0.0005320701442514942
AC079610.2,0.0033461035110165737,0.0007868799813589328,0.002559223529657641
AC079630.4,9.263412858806418e-05,0.001025415970597809,-0.0009327818420097447
AC079767.4,0.0,0.0015064310921464716,-0.0015064310921464716
AC079807.2,0.00023662192915119363,8.283403368678917e-05,0.00015378789546440446
AC079907.1,0.0016415517641482282,0.0008954463598233072,0.000746105404324921
AC079922.3,0.0008854192744247555,0.0017325288424803302,-0.0008471095680555747
AC083843.1,0.00044854844728943526,0.001699348829747847,-0.0012508003824584118
AC083843.2,0.0007967970637574305,0.001082901067633038,-0.00028610400387560765
AC083949.1,0.0003489599242292252,0.0005138947157121792,-0.00016493479148295398
AC084219.4,0.0001859759479293378,7.37415566812296e-06,0.00017860179226121482
AC084809.2,0.00035327460193196347,0.00026738070959490606,8.589389233705741e-05
AC087392.1,0.0029310993911443373,0.00047639448541678873,0.0024547049057275488
AC087430.1,0.0006616531086951465,0.00015304459387069022,0.0005086085148244563
AC090498.1,0.00297942910763662,0.012962977317043184,-0.009983548209406563
AC090587.5,0.0,0.0002853086800857785,-0.0002853086800857785
AC090616.2,2.0369842603757933e-05,0.0003685627515645062,-0.0003481929089607483
AC091132.1,0.002704890253111704,0.00228627725692657,0.000418612996185134
AC091133.1,0.00029267622641824354,0.00028952156341458825,3.1546630036552903e-06
AC091153.4,2.497956397357936e-05,0.0005147878898744913,-0.0004898083259009119
AC091729.9,0.0005037378633965905,0.0005907232865948614,-8.698542319827084e-05
AC092159.2,0.0001482170285621482,7.111183541144012e-05,7.710519315070808e-05
AC092171.2,0.0010899834309943276,0.0005337379472015798,0.0005562454837927478
AC092171.4,0.003302433861876434,0.00202936378486656,0.001273070077009874
AC092198.1,9.412334805420015e-05,2.7790096681232078e-05,6.633325137296807e-05
AC092384.1,0.0011847972147146888,0.005993606070400355,-0.004808808855685666
AC092535.3,0.00039766133642107497,4.186376740990311e-05,0.0003557975690111719
