,malignant_class1,malignant_class2,Tcell,Myeloid,Bcell,Endo,Fibroblast
CTSG,206.30954309415395,2.826668921456836,4.7920692863026035,5.8220222090375735,134.05709485787196,84.55884058700539,24.60844120986174
CTSK,430.99276967268406,269.92162915085686,5.345627802607858,22.95912302817606,8.537489785381842,16.995312562244568,280.17311004696444
CX3CL1,11.229961959051375,3.250474691678813,0.47168710699124194,1.1581748016477864,0.9579363821536188,123.84477344128112,7.563664014887619
CXADR,9.103973345839032,0.8988502469221193,0.68925702560401,1.5788765121616055,3.021895234968218,0.5304865809611921,1.2365819578416304
CXCL13,5.901596205431316,6.208160973621913,156.64879539832563,4.106332870590146,17.575815076301367,0.9368041798930065,4.193958600420834
CXCL14,602.4349589420675,426.1516722392841,28.274830623667278,68.79960329991695,20.54062119467377,65.36627243418175,1512.596440651126
CXCL3,59.04420726788293,24.108438983258498,1.9448611773720466,339.57228322876506,7.086427062092372,19.532645592156086,22.22115917376945
CXCL8,208.07431774053993,37.52905736710467,8.051032921906014,1168.2646785217198,148.08952859351655,179.33964597739623,171.58780571426675
CXCR5,0.540630702605909,0.14753852135257425,3.9364216366985936,0.16109684610214078,27.82942657894747,0.4084297536044345,0.28910334939433174
CXCR6,16.873474617398436,1.964733601416532,128.71218873460947,0.3578205013629323,18.52098951663716,6.813964112578031,4.125615179374058
CYBB,102.53173511891976,5.855371712497032,4.1343494120240845,466.74336567448125,57.99068601869491,32.7332706819666,78.10886798678561
CYP11A1,0.8344593088866264,2.3651379758685134,0.1462850942537797,0.31964488637826427,0.298246188753805,0.07845797858974195,5.120570958717215
DCTN2,86.15235776016972,638.9602496067018,49.62455702010237,47.4808310307951,47.28800522131379,88.73756339574595,94.32703686134163
DDX54,27.497595726472298,22.693451622023662,27.2890891260905,29.52384009179029,24.72909107261628,28.41705642270513,97.49649767026527
DENND5B,7.137062507789133,19.25130823737947,0.8298858741334723,9.744691154343188,12.783182914350315,14.474727186955414,33.51934596546041
DEPDC4,0.4550959180831416,1.1302603054191982,0.420401807927895,0.43448261537321936,0.11101682923666759,0.08146316082487792,5.05217718718098
DERL3,18.150225883854876,2.8230435576231274,1.4309232163219643,1.9830515419332428,135.45343822935405,25.49809311766085,4.0544271861543555
DIPK2B,1.2552129485368702,0.0,0.0,0.004446638910153704,0.07211672986976873,21.016088470566118,0.20964803330124251
DMKN,14.017301186230064,1.5563902296805618,1.5719132437138235,0.08449591442967486,6.850920737319578,2.077085975976596,1.828712806482145
DMXL2,17.419204573925132,15.280374811824052,1.0179298519735474,85.03751104898261,5.500816042674172,11.44222337554226,16.730658600419986
DOC2B,7.473650590730382,5.105233813463975,0.4672368747407348,0.8756684615978879,1.7505094340251413,65.78311508202542,3.328631388408677
DPP6,9.055191801617404,2.877424640730937,0.07913614588079973,1.1999668019445175,0.2776345529634345,0.060132576697147264,3.6954495734834163
DPYS,6.5985714066292696,1.108141899019099,0.0414582783579288,0.5544547593785021,1.6346345022804774,0.073728678139282,0.9031122980367945
DRAIC,0.734055271523379,2.1645772951768727,12.113850994822732,0.27383016299743573,0.6015378642460222,0.8136962724327745,1.0985436961166375
DSG2,5.993405256680269,2.778046142734945,0.7491808558021105,1.1916153752365284,5.812138186557056,109.05994181605519,6.047633404509594
DTX1,2.9840388770667094,6.89211394344338,0.5295820125532795,1.88522336620748,4.298285138506025,1.2322072450465371,21.020955585542886
DUXAP8,0.7619755904530656,3.998088272737598,0.06278838186031642,0.19980970028590184,0.7317581680389149,1.3200383704227683,8.961394256507859
EDN1,11.231329953719975,6.417423575048636,0.9352311323864178,1.7042828926783016,1.7592881871821309,120.44293931467445,9.060759592910493
EGR1,309.5388997117306,708.1236336243343,33.61519269621885,838.2607658667087,130.3509849043072,581.5503500409714,1408.3532286684906
ENPP2,70.36654722361875,57.89631760623784,3.2865026962527737,73.61069505404545,6.994397797090956,581.6800474022868,63.11730679617249
EPAS1,97.34015942575738,35.38515669831742,9.363264640137153,51.056743539999765,27.07897653211313,822.7700923866599,72.57050014343038
EPHA3,5.713029529908562,32.289772170440195,0.17217474951241005,0.5157935057109893,1.1268741932486475,1.6985983631374335,4.000155046825805
EREG,10.665925571397588,1.58176979956794,0.4375345661416379,203.24488252360737,19.87037395517614,38.728774845265974,4.627535305965249
ESAM,36.17493660581433,8.581332410437566,1.59892147150601,3.316083311561838,6.593467923820555,303.65424624941653,17.042620394494765
ESRRG,0.18697837931071246,9.25889554098334,0.02667325819038674,0.05819726249794033,0.5401313187073109,0.42271528589088864,1.071169584540451
ETFBKMT,3.610213073637832,5.0885839357126565,1.312530023295401,3.5048905430262227,3.0604145376110856,6.2611719961546015,23.16706813020419
F2RL3,11.554943833499292,1.3296416886187787,0.797707920164674,1.5272592652973633,0.7260806537340327,175.09451614616228,2.9039434585750916
F8,14.869053805528024,10.556990200980415,2.444757096202625,4.62550757410349,2.602777893487375,161.8436087032486,9.63056819301556
FAM110C,9.208445242395905,0.8575306050689411,1.4544243812014375,0.09698620669600527,3.1915076962088667,0.0,1.8482963117029343
FAM110D,4.955948727422638,1.681279109044437,0.04176585247425964,0.36199985868302675,0.891769602659616,45.59837086433718,1.7463542456182974
FAM162B,6.395801691193251,6.6112469752993706,0.30142508463976564,1.2204245037584724,4.435589581460353,8.522127131314091,14.833800923816531
FAM30A,2.801226215355138,0.2576202938653663,0.4563441382273464,0.2945255835005691,46.67754314817531,2.3150666670683795,0.3445081586772818
FAM66C,2.581772835082194,4.451437346390905,1.3752784867638062,0.526644068013297,0.7746438831924589,1.3247014138916915,14.946004823881172
FBN2,2.6923018647634103,21.10133489709573,0.3175576603887959,2.8926448091884125,0.43112552227895357,0.3445313832713457,1.8077949522968355
