symbol,baseMean,log2 Fold Change,lfcSE,pvalue,padj
ATP8A1,1452.275969,-1.427334804,0.433504843,0.000992845,0.044103088
GPAT4,6479.982898,0.63854606,0.193994013,0.000996277,0.044137181
DOCK2,2120.451748,-1.274352163,0.38764901,0.001011219,0.044679702
SCIMP,506.9770769,-1.423568298,0.433169765,0.001014775,0.044717562
DOCK11,2058.685785,-1.079494805,0.328648436,0.001021094,0.044876692
ATP1B3,9391.497648,1.028603205,0.313261703,0.001025169,0.044936569
CD247,394.8007345,-1.600473218,0.487846184,0.001035526,0.045270814
PTPRC,7568.860268,-1.446328995,0.441114236,0.001042464,0.045454193
POMT2,1311.864431,0.735320478,0.224378938,0.001048655,0.045604125
DPEP2,288.8480936,-1.506609573,0.459853358,0.001051832,0.045622543
SH2D2A,238.6069796,-1.262561483,0.38570179,0.001062569,0.045967888
ITGA3,5209.177985,1.682127388,0.514084316,0.001067576,0.046013512
MELTF,2049.285435,1.708651836,0.522375361,0.001071955,0.046013512
SURF1,1314.646827,-0.804995733,0.246058702,0.00106956,0.046013512
ITGA7,1369.128262,1.539221068,0.471005545,0.001083307,0.046261127
ABI3,477.6938009,-1.393130108,0.426226828,0.001081123,0.046261127
GALNT13,110.0294921,-1.906462203,0.583762304,0.001091479,0.04649026
CDH4,94.92107767,1.707264784,0.523951536,0.001120265,0.046989386
INPP5F,5430.824905,1.196454988,0.367086463,0.001116767,0.046989386
NCR3,57.0897709,-1.846610934,0.56630935,0.001111057,0.046989386
NEAT1,27068.05445,1.293857121,0.396979171,0.001117044,0.046989386
HLA-DRB1,20888.2717,-1.433523311,0.440036692,0.001123049,0.046989386
APOC1,10782.79357,-1.658074859,0.508443056,0.001109877,0.046989386
NECTIN1,1325.232234,1.291063873,0.396291473,0.00112254,0.046989386
ANKRD19P,73.46330228,-1.197660914,0.367743821,0.001126835,0.04702905
CERKL,114.1708336,-1.261361301,0.38752454,0.001134244,0.04712882
PCED1B,311.5274475,-1.376044369,0.422872487,0.001137759,0.04712882
PNMA1,2248.156146,0.765746888,0.235304217,0.001136783,0.04712882
HIBCH,2026.206606,1.07314589,0.329877031,0.001141254,0.047155708
EMG1,1270.082688,-0.64065191,0.196988628,0.001145042,0.047194519
MFNG,487.7575137,-1.395245909,0.429164028,0.001149681,0.047268167
CD3E,1135.425776,-1.593044236,0.490453537,0.001161767,0.047646818
MYO1A,105.0462365,-1.941233606,0.597950196,0.001168415,0.047801149
CEACAM21,170.7476184,-1.566951642,0.483042556,0.001178967,0.048114031
CREBZF,3665.324853,0.835408862,0.257595116,0.001182333,0.048132844
IGFN1,52.35460478,1.932211747,0.596345365,0.001194926,0.048526302
GCSAM,207.3730584,-1.549223185,0.478544375,0.001206387,0.048871936
CXCL16,2297.108334,-1.324997666,0.409501722,0.001213729,0.048930123
PABPC1L,1429.653818,1.283909075,0.39673836,0.001211492,0.048930123
RSPO3,165.9989534,-1.497979751,0.463245326,0.001222131,0.049149256
DENND2D,1574.492335,-1.420705698,0.439617324,0.001230617,0.049268263
TOX,367.3438855,-1.504499732,0.465560282,0.001231038,0.049268263
HERC2P2,5028.115277,1.068479594,0.330773612,0.001236845,0.049270305
CD28,606.7533587,-1.298729169,0.40205842,0.001237036,0.049270305
KLC1,3650.479958,0.481786301,0.149316026,0.00125261,0.049770984
SDS,603.8640044,-1.66667336,0.516767088,0.00125888,0.049900426
SLC1A2,168.7036292,-1.811377086,0.562180464,0.001272741,0.05032948
USP31,1150.512241,0.701182307,0.217725434,0.001279722,0.050485043
COL16A1,2270.894487,1.360465823,0.422855979,0.001293912,0.050923573
IKZF1,1787.653472,-1.478446348,0.459777302,0.001301855,0.051007662
ACAD9,1376.418015,0.460482065,0.143207285,0.001302205,0.051007662
PRMT2,6614.225761,0.668995948,0.208714644,0.001349153,0.052351544
MGC70870,78.6078199,-1.476926862,0.460632935,0.001344543,0.052351544
PKIB,276.3064127,-1.605272932,0.500792684,0.001348449,0.052351544
CDC16,6135.195001,0.88317351,0.275388565,0.00134123,0.052351544
ARHGEF4,234.0583767,1.664145066,0.520384083,0.001384242,0.053587611
CYP2C9,105.321746,-1.932744499,0.604740747,0.001393526,0.053696139
FBP1,748.3168802,-1.431942941,0.447977308,0.001391236,0.053696139
PPARG,452.8037297,-1.292236873,0.40447555,0.001399057,0.053784179
BTG2,2779.768034,-1.072620762,0.335846546,0.00140422,0.053857671
SLC46A3,891.6180581,-1.249882399,0.391541022,0.001411871,0.05394859
PLCG2,1189.540434,-1.204879847,0.377473186,0.001413102,0.05394859
TLR7,751.2645308,-1.304320599,0.408957455,0.001425785,0.054307649
LOC100507577,445.3217217,1.411218098,0.442971026,0.001443532,0.054619547
CYP27C1,203.0346267,1.672947348,0.524990933,0.001439451,0.054619547
PKD2,4640.589354,0.985590137,0.309375958,0.001443863,0.054619547
IGFL4,33.5310428,1.919653776,0.60274309,0.001448229,0.054659914
PLCL2,686.0080671,-1.109148552,0.348574315,0.001462834,0.055069808
VPS36,3657.06675,0.604146482,0.189900572,0.001465736,0.055069808
PIM2,1262.435,-1.27109224,0.399969902,0.001483102,0.055345772
GMFB,5968.063914,0.694433415,0.218473487,0.001480031,0.055345772
LOC389834,2095.258393,1.049033181,0.329972082,0.001477039,0.055345772
NPIPA3,2498.248312,0.840750053,0.264809222,0.00149874,0.055803646
AKR1C2,656.3700856,-1.672086845,0.526969759,0.001508609,0.056045158
LPAR1,1179.202387,-1.460397186,0.460883554,0.001531275,0.05650713
CELSR2,2665.841382,1.089804488,0.343922323,0.001530951,0.05650713
CREG1,7994.260723,-0.913790767,0.288379385,0.001531169,0.05650713
SUSD3,199.1487658,-1.437202435,0.453868451,0.001542526,0.056795823
GRAPL,118.6986919,-1.441793814,0.456054238,0.001569844,0.057673499
FOXD2,112.818591,1.349618509,0.42738178,0.001589233,0.058256657
SEL1L3,3317.769092,-1.457675279,0.461853431,0.001598707,0.05834576
GZMK,685.736102,-1.557093839,0.493327311,0.00159779,0.05834576
GANC,1290.284338,0.844136535,0.267617563,0.001609033,0.058593545
P2RX5,140.8579067,-1.794128511,0.569202395,0.001621538,0.058919427
TP53INP2,1452.224322,0.690064267,0.2190119,0.001628199,0.059032026
LPCAT3,2032.638376,-0.722196914,0.229419462,0.001644298,0.059226905
GSK3B,4518.77636,0.733231997,0.232902382,0.001642582,0.059226905
FCRL5,404.7427723,-1.743352459,0.553769615,0.001643047,0.059226905
KCTD12,7906.561645,-0.813197085,0.258587962,0.001662231,0.059474938
DNAJA4,4251.345869,1.432040433,0.455409066,0.001663626,0.059474938
CENPH,537.7007732,-0.950796391,0.302261631,0.001657424,0.059474938
FAM58A,644.0175948,-0.717674796,0.22825516,0.001665542,0.059474938
ZNF491,125.2422228,1.311770259,0.417708534,0.001687195,0.05998957
MPZ,1527.943457,1.725028693,0.549236084,0.001684996,0.05998957
MIR5047,1338.851038,0.996238251,0.317299229,0.001690957,0.059994579
ST6GALNAC2,3844.004256,1.324776666,0.422223777,0.001703271,0.060302328
SLC26A7,104.4232259,-1.58763403,0.506831175,0.001733415,0.060931182
ATP6V0D2,274.5223081,-1.727240734,0.551170414,0.001725767,0.060931182
LSP1,2924.492383,-1.363725371,0.43535198,0.001733444,0.060931182
NPIPA1,3853.652098,0.728208138,0.232500063,0.001735743,0.060931182
HLX,313.937032,-1.064216511,0.339982412,0.001746811,0.061056765
TRAF3IP3,911.1170817,-1.393572907,0.445286199,0.001750375,0.061056765
MIA,21.20863965,1.704436955,0.544484254,0.001745865,0.061056765
DLGAP4,2681.341623,0.557745683,0.178261601,0.001755191,0.061096134
ASAH2B,78.6243499,-1.197919737,0.382954998,0.001759431,0.061115334
NEK3,744.7958629,0.861429183,0.275451549,0.00176399,0.061145501
FLI1,1580.099124,-1.136846904,0.363773226,0.001777127,0.061344216
MOCOS,363.3057193,1.189250215,0.380527973,0.001776458,0.061344216
ZNF704,7230.568682,1.327139264,0.424899094,0.001787611,0.061450061
ZNF890P,38.22991926,-1.368346374,0.438045031,0.001785577,0.061450061
TTLL4,2537.792033,0.768689515,0.246274634,0.001800731,0.061772911
KATNAL1,1354.861373,0.774196054,0.248124229,0.001807312,0.061870551
GCNT1,993.7941214,-1.341318338,0.430321497,0.001826926,0.062413065
CP,541.686632,-1.719782967,0.552005266,0.001836214,0.062601309
APOC1P1,144.4209644,-1.555226337,0.499597556,0.001852222,0.06301739
SERPINB9,1924.291053,-1.195004451,0.384134358,0.001865167,0.063327754
ZBTB8OS,687.0686174,-0.567512236,0.182586604,0.001882427,0.063432889
DEF6,763.587286,-1.134250271,0.364945315,0.001883577,0.063432889
PRSS12,374.7474765,-1.739998145,0.55968609,0.001877966,0.063432889
CD84,2779.267633,-1.300529924,0.418252509,0.001874441,0.063432889
FAM172BP,8.250644676,-1.797822459,0.578782155,0.001894982,0.063558604
ST3GAL4,6177.732214,1.138973135,0.366649372,0.001893567,0.063558604
ARRB2,2394.479902,-1.137825892,0.36650936,0.001906052,0.063800751
IL21R,270.8829505,-1.529919948,0.493198386,0.001921935,0.064202715
TMEM229B,1713.408682,1.000571903,0.322619046,0.001926055,0.064210879
ST6GALNAC1,426.7411987,-1.85481133,0.598325464,0.00193518,0.064385548
GPR35,53.37664617,-1.218343777,0.393402488,0.001955297,0.064924466
STK36,1303.654912,0.972396265,0.314146074,0.001965719,0.065139991
USP32P1,1282.532559,1.224026857,0.39554263,0.00197111,0.065188272
SPATA6,890.626693,0.770428082,0.249027948,0.001976497,0.0652362
RILPL2,585.8329828,-1.062937106,0.344038812,0.002004364,0.065477326
MPEG1,5879.759515,-1.171290643,0.379286925,0.002014144,0.065477326
PKD1P1,6450.086172,0.712201297,0.230763939,0.002026803,0.065477326
CCDC188,21.61522341,1.544734522,0.500418785,0.002022668,0.065477326
LAMB2,5645.510152,0.847902197,0.274481239,0.002007584,0.065477326
MEF2C,2903.161205,-0.853326971,0.276484879,0.002026354,0.065477326
PDE1A,402.1906091,-1.37323748,0.44444825,0.002003197,0.065477326
SLC12A3,30.86539263,-1.698130859,0.549826335,0.002011793,0.065477326
BTK,1177.46742,-1.287958962,0.417014239,0.002011527,0.065477326
HAVCR2,1619.786736,-1.279033019,0.413761479,0.001993273,0.065477326
RGS9,44.09847644,-1.571453267,0.50918585,0.002027272,0.065477326
FKBP5,3135.666297,-1.062644384,0.34445169,0.002035305,0.065596949
DOCK6,1022.705908,0.756650038,0.245306585,0.002038894,0.065596949
SLC45A3,306.1311299,-1.302029147,0.42230491,0.002048223,0.065769384
NPHP3-ACAD11,131.4256242,1.246939167,0.405087075,0.002082549,0.066485066
EVI2A,1661.233748,-1.140228902,0.370305168,0.002075851,0.066485066
CECR1,5520.04564,-1.350460367,0.438711884,0.002082273,0.066485066
GABRR1,238.7218326,-1.82080211,0.591874881,0.002095662,0.066775037
HN1L,3839.457208,0.629724082,0.2047972,0.002105967,0.066974596
FRAT2,658.7634703,-0.74401793,0.242221099,0.002128807,0.067571262
RPS6KA1,1870.158086,-0.965011148,0.314253966,0.002134859,0.067633817
CTSH,6699.725036,-0.901424099,0.293817674,0.002155175,0.067693041
PLXNB3,544.8831376,1.207538646,0.393423429,0.002145535,0.067693041
SETD4,986.0014591,0.599486245,0.195376155,0.002152303,0.067693041
RGS7,13.10218008,-1.805574171,0.588243054,0.002144636,0.067693041
SLITRK2,732.4670253,1.608411354,0.524305909,0.002157156,0.067693041
CHST13,28.57340077,-1.720079204,0.56134019,0.002182262,0.068223114
LPIN3,775.5178925,1.195640357,0.39019228,0.002182283,0.068223114
MFGE8,9388.47064,1.073066882,0.350351309,0.002192538,0.068414612
LOC606724,297.4490658,-1.480640291,0.483969214,0.002218039,0.069080256
N6AMT1,292.7829832,0.773325452,0.252821407,0.002222392,0.069085938
GM2A,8822.827284,-0.950571841,0.310864123,0.002229407,0.069174256
PLA2G4C,903.5486593,1.217684599,0.398502503,0.002245724,0.069550294
XCL1,93.53199991,-1.411800677,0.462239224,0.002256134,0.069742307
HERC2P3,2398.430291,1.058631624,0.346847097,0.002272036,0.0701031
LOC100505622,15.78573616,-1.687426562,0.553069747,0.002280658,0.070108017
IGFLR1,568.2488158,-1.290239368,0.422880244,0.002280236,0.070108017
PLEK,3482.386519,-1.281191955,0.420016336,0.002285837,0.070137087
MYO7B,131.9098458,-1.582939443,0.519396032,0.002306352,0.070635773
ARHGAP5,6928.648972,0.800945902,0.263083623,0.002331033,0.071259946
DAPP1,674.0425607,-1.380241366,0.453453095,0.002335747,0.071272549
SH2D1B,100.4876526,-1.665002604,0.547452975,0.002355106,0.071468408
HSPA12A,2303.753871,1.449979183,0.476749267,0.002354907,0.071468408
SH2D1A,382.7570463,-1.456699203,0.478939826,0.002353965,0.071468408
PRIM1,612.5254474,-0.740246743,0.243479984,0.002363602,0.071505573
RASSF5,1609.975053,-1.269824791,0.417691186,0.002364962,0.071505573
RHOB,4094.205228,0.921027721,0.303069177,0.002373636,0.071637105
CHST3,1399.474693,0.919824281,0.302823008,0.00238551,0.071864568
PIP5K1B,357.6792456,-1.639094886,0.53989413,0.002397743,0.072101991
KAZN,1866.392881,1.179345619,0.38890954,0.002425837,0.07270631599999999
TMEM176A,1700.481999,-1.382837438,0.456029035,0.002426616,0.07270631599999999
CEBPA-AS1,45.51874495,-1.334273199,0.44020767,0.002437384,0.072897131
DLL3,336.0683162,-1.588201657,0.524662086,0.002469168,0.07339489
HCLS1,3340.133762,-1.220938119,0.403185505,0.002459914,0.07339489
NAPB,765.9228097,0.641182988,0.211836732,0.002471745,0.07339489
PKHD1L1,48.08283916,-1.726989889,0.570425157,0.002465461,0.07339489
LINC00681,153.6087262,1.771739163,0.585537634,0.002479491,0.073493181
LOC100507351,12.96795806,1.765287179,0.584253068,0.002515732,0.073873265
NLGN1,759.0978802,1.440582486,0.476767231,0.002514729,0.073873265
ZC3H7A,3662.63951,0.602528104,0.199299149,0.002500882,0.073873265
SLC25A38,1114.739413,-0.919505036,0.304393131,0.002521235,0.073873265
SLC22A15,353.3387112,0.878064003,0.290526716,0.002508472,0.073873265
SLAMF8,1253.984656,-1.322209797,0.437744415,0.002523524,0.073873265
HIST1H3H,172.5640279,1.580190269,0.523036159,0.002517854,0.073873265
HEIH,889.1683563,-0.682133837,0.225928122,0.002534,0.073918748
ST8SIA4,1231.926157,-1.13611655,0.376257842,0.00253179,0.073918748
ZNRF2,1037.041968,-0.657262623,0.217737311,0.002539426,0.073946834
DNAJC13,8158.609918,1.116030283,0.369861758,0.002549317,0.07410463
ANXA2R,136.555019,-1.346541295,0.446929112,0.00258786,0.075093253
HSPG2,3488.001446,0.936655936,0.31095981,0.002594089,0.075142422
CISH,317.5795432,-0.862541929,0.28655627,0.00261225,0.075536425
PILRA,806.3203532,-1.296891017,0.431084208,0.002625926,0.075799586
ATP8B3,235.4505433,1.433819348,0.476883109,0.00264146,0.076045402
CD44,46620.4263,0.862569094,0.286911073,0.002643621,0.076045402
LOC389641,60.51333367,-1.630919999,0.542817295,0.002659768,0.076149256
TRPM1,4849.251206,1.746369189,0.581371382,0.002665615,0.076149256
VARS2,1548.750822,0.590766643,0.196627393,0.002660194,0.076149256
IL32,2979.950868,-1.275239606,0.424505378,0.002664028,0.076149256
ZNF48,273.281503,-0.638135746,0.212527847,0.002676855,0.076338754
TNFAIP8L2,315.9921086,-1.281945529,0.427058256,0.002683842,0.076406491
ACRBP,111.3327113,-0.935169298,0.311662419,0.002694623,0.076526295
CD2,1219.767871,-1.401639371,0.467169032,0.002697287,0.076526295
SIRPG,255.2843086,-1.524147487,0.508138129,0.002704455,0.076598499
ADA,667.6081096,-1.149419825,0.383603915,0.002732134,0.076856922
NXF1,3693.669069,0.673351816,0.224695688,0.002728943,0.076856922
TSPAN9,1914.447358,0.71425481,0.23835965,0.002730602,0.076856922
PSD4,1171.903689,-1.33147759,0.444207125,0.002722707,0.076856922
100133445,449.3009483,1.346572164,0.449819275,0.002757208,0.077299807
SSBP1,3286.687863,-0.475486925,0.158833787,0.002756952,0.077299807
PRUNE2,2127.038793,-1.494782327,0.49982825,0.002784373,0.077667135
DHDH,23.54419227,-1.294941266,0.432984415,0.002783077,0.077667135
SSR4,6305.708641,-0.850850394,0.284490775,0.002782625,0.077667135
TNFRSF17,125.7683886,-1.681231676,0.56239619,0.002795186,0.077804807
C5,453.8941506,-1.188372909,0.397578894,0.0027987,0.077804807
MREG,2616.732611,1.107942101,0.371079298,0.002829035,0.078516391
LOC100499484,61.63795367,1.15414238,0.387579829,0.002903079,0.080436636
UBASH3A,139.324381,-1.427660906,0.47963684,0.002915158,0.080636472
CD72,582.3503468,-1.399817517,0.470421527,0.002923527,0.080733205
SRSF6,10212.35725,0.637196717,0.214426673,0.002962235,0.081666014
HLA-DQB2,1006.470249,-1.580070394,0.532042073,0.002979721,0.081740059
EXOSC1,749.3262233,-0.644237222,0.216870587,0.002972121,0.081740059
LOC728989,73.57259173,-1.138960536,0.38347768,0.002977193,0.081740059
KPTN,303.756002,0.922551412,0.310777711,0.002992327,0.081950203
PHYHIPL,63.93092237,-1.699375969,0.572781447,0.003008347,0.082252967
TBC1D22A,1405.13839,-0.447449405,0.150958685,0.003036169,0.082876905
LOC284080,20.40657763,1.658887071,0.55987375,0.003046899,0.083033008
FAM86HP,155.4114198,0.657502757,0.221959894,0.003053905,0.083087277
TLCD1,191.683261,-1.058604475,0.357921055,0.003099959,0.083281457
FAM131A,535.9356101,0.484787916,0.163852434,0.003089537,0.083281457
GZMH,258.455591,-1.462654382,0.494056673,0.003071409,0.083281457
PDE6G,112.2001393,-1.233920827,0.417180853,0.003098833,0.083281457
TTYH1,317.2091973,1.62520011,0.549163779,0.003082299,0.083281457
RPS14P3,453.9645699,-1.386075125,0.468686353,0.003102838,0.083281457
VAV1,805.8642982,-1.246372685,0.421168074,0.00308315,0.083281457
DGKD,1674.608272,-0.943819164,0.319100592,0.003098953,0.083281457
SOCS1,111.2942141,-1.298867786,0.439248894,0.003106279,0.083281457
RCBTB1,2347.274328,0.76133855,0.257655474,0.003128004,0.083728419
TTC14,2419.153605,0.74826648,0.253536044,0.00316417,0.084143973
GNG12,12540.4984,0.875253881,0.296501742,0.003157894,0.084143973
LINC00693,18.96702516,-1.672032242,0.566625686,0.00316892,0.084143973
MIR647,23.7870146,1.237840938,0.41929222,0.003155028,0.084143973
BEST1,1671.245966,1.320793082,0.44757897,0.003167755,0.084143973
NLGN3,189.4370232,1.289694922,0.437564518,0.003204175,0.084808266
CD86,1401.422689,-1.195525596,0.405564599,0.003200383,0.084808266
MFSD6L,13.97261474,-1.775099332,0.602465006,0.003215025,0.084959728
TMEM176B,3449.928746,-1.273987728,0.433025635,0.003260359,0.086020535
ADORA2A-AS1,23.02536009,-1.479841896,0.503209274,0.003273573,0.086231844
TRAF3IP2,1996.356795,0.937676611,0.319072102,0.003295272,0.086665655
BCL11A,335.1668643,-1.581261292,0.538630117,0.003327863,0.087108003
CDC42SE2,3380.761924,-0.854681623,0.291087632,0.003322964,0.087108003
FGD3,521.3338261,-1.230825175,0.419192296,0.003322785,0.087108003
RAB8A,2652.323027,-0.48206045,0.164301194,0.003346193,0.087174644
C11orf24,2756.313102,0.728372642,0.248237547,0.003344346,0.087174644
CRTAM,167.0822989,-1.350160516,0.460069253,0.003338814,0.087174644
RBM25,5304.154279,0.572289142,0.195096276,0.003353064,0.087216505
ST3GAL6-AS1,157.7686564,1.244674882,0.424480578,0.003365369,0.087224186
CTDSPL,4051.776336,1.073613139,0.366155598,0.003366537,0.087224186
PACSIN1,71.35537874,-1.453566613,0.495779443,0.003369152,0.087224186
CD8B,373.4766585,-1.451342024,0.495483415,0.003398975,0.087858988
ASGR2,71.65463452,-1.474041451,0.503938172,0.003444072,0.088886039
FAM210B,11367.06221,0.917302057,0.314145458,0.00350041,0.089464651
ITGB3,5021.011737,1.597692117,0.547100736,0.003497072,0.089464651
LAIR1,2123.112604,-1.231519377,0.421767191,0.003501401,0.089464651
IDI2-AS1,254.1872341,1.284331303,0.439892771,0.003504289,0.089464651
RPA2,2439.314552,-0.516676311,0.176827714,0.003478816,0.089464651
SNORD97,12.24572566,1.292532461,0.44266532,0.00350159,0.089464651
ARHGAP5-AS1,303.5598001,1.070522596,0.366455157,0.003485827,0.089464651
FNDC5,121.1793741,-1.535262582,0.526461899,0.003543354,0.09019362
FAM188A,1659.417221,0.82001321,0.281196589,0.003543729,0.09019362
AHSA2,1474.318459,0.799875032,0.274607207,0.003582075,0.090890341
ABCA5,1692.232096,0.895445432,0.307408573,0.003581079,0.090890341
ICOSLG,460.1493965,-1.077746162,0.370199749,0.003599792,0.091200231
COL7A1,722.1899189,1.579154614,0.542885996,0.003628022,0.091660936
TIFAB,113.4855116,-1.477014267,0.507787244,0.003629041,0.091660936
CEP120,1225.596637,-0.552677368,0.190110356,0.003647502,0.091987013
ACAP1,606.9877601,-1.395664481,0.480250394,0.00365943,0.092147566
CCL18,1743.993006,-1.444349457,0.497135829,0.003668524,0.09223637
AP3M2,3142.514268,0.982527694,0.338253343,0.003675941,0.092282833
PLEKHG3,1264.764872,0.973721765,0.335278265,0.003681696,0.092287481
EPG5,2645.96519,0.708506326,0.244044331,0.00369386,0.092452523
LYZ,29759.27385,-1.353901007,0.466555468,0.003708975,0.092690821
NLRP2,232.200351,-1.542740627,0.531830693,0.003721976,0.092875638
CDC42EP3,5386.663918,1.272397881,0.438905892,0.003743285,0.093138059
TTF1,786.1394114,-0.465969944,0.160735582,0.003743735,0.093138059
MGAT4C,14.08716783,-1.727040227,0.595984893,0.003757998,0.093352724
SCTR,21.79562749,-1.751556293,0.604852128,0.003781425,0.09379407
CALCOCO1,3219.959622,0.510698756,0.176422621,0.003794649,0.093981377
CCDC88C,748.4792359,-1.13569482,0.392395069,0.003800488,0.093985499
LGALS2,157.1436727,-1.396239613,0.482693327,0.003820653,0.094343363
LILRB1,846.4849108,-1.284571076,0.444376969,0.003843558,0.094716335
ANKRD10,4388.849803,0.70184348,0.242816549,0.00384719,0.094716335
ALDH2,2938.116474,-1.046358356,0.36219646,0.003865614,0.094790558
P2RY13,531.9098386,-1.286948233,0.445498526,0.003867368,0.094790558
CA12,1182.019235,1.585356662,0.548700068,0.00386106,0.094790558
2017-03-01 00:00:00,1799.962862,-1.035133382,0.3586069,0.003895025,0.095327422
TNF,194.2704226,-1.276985089,0.442522902,0.003905533,0.095443633
PRICKLE2,678.1758542,1.156921474,0.401396797,0.003948602,0.095835302
CFD,779.3895794,-1.497144409,0.519465004,0.00395048,0.095835302
LGALS9,3064.87569,-1.078986716,0.374292122,0.003942332,0.095835302
MAP4,9895.380628,0.527081455,0.18284896,0.003944008,0.095835302
C1orf54,608.3609794,-1.024034329,0.355230506,0.003942428,0.095835302
TRIM9,1124.642135,1.585893835,0.550412215,0.003960588,0.095911566
DYNC1H1,13940.5986,0.653296632,0.226766911,0.003965201,0.095911566
SLC27A2,76.71386857,-1.309569083,0.45493237,0.003994425,0.096405564
NUAK2,275.8806362,-1.130826561,0.392869403,0.003997261,0.096405564
TST,533.1716894,-1.135082334,0.394444419,0.004006193,0.096480535
CSRP1,11961.79712,0.986018405,0.342948338,0.004038711,0.097122491
ANTXR2,1819.275546,-1.031345534,0.358896296,0.004057469,0.097432184
NELL2,586.4624749,-1.399579397,0.487476642,0.004090854,0.098091685
CCDC28A,866.6811579,-0.651296039,0.227349373,0.004173564,0.099794409
KIFC3,1480.037893,0.826765712,0.288603615,0.004173911,0.099794409
DVL3,4671.704659,0.551688625,0.19262382,0.00418232,0.099851382
SNRNP70,5651.830866,0.817794813,0.285600272,0.004190887,0.09991195
ZSCAN30,628.9586239,0.675120799,0.235952034,0.00421957,0.100451229
STK26,788.9281894,-1.296218611,0.453261174,0.004239604,0.100638977
RNF130,5928.42342,-0.859519126,0.300527513,0.004235946,0.100638977
POU3F3,57.9305966,1.686864636,0.589977431,0.004247083,0.100672267
HKDC1,229.387894,1.6017059,0.560527375,0.004269952,0.101069766
GAS2,217.049908,-1.476435955,0.516987087,0.004292221,0.101451937
EDNRB,28199.40276,1.447743535,0.507179319,0.004310459,0.101519655
RASSF3,10013.50186,1.046054931,0.366486611,0.004313467,0.101519655
AKAP12,5334.995289,1.205504217,0.422282831,0.004307319,0.101519655
ZC3H12C,2200.81895,0.917317347,0.321458047,0.004322495,0.101587821
MIR3064,272.3627244,0.964231695,0.338002496,0.004334469,0.101612975
SPRED3,220.7862915,1.452089551,0.509174438,0.004346549,0.101612975
LMNA,12951.37478,0.898942281,0.315180825,0.004342491,0.101612975
SIDT1,299.7684778,-1.364293099,0.478407632,0.004348096,0.101612975
IFT80,1600.00036,0.516444714,0.181181912,0.00436614,0.101890959
EPB41,2705.04373,-0.906902441,0.318428004,0.004398647,0.102411851
PYGL,9223.724335,1.35518156,0.475852302,0.004400823,0.102411851
DPY19L3,2801.408465,0.715992498,0.251450707,0.004407147,0.102415167
THAP11,1089.076779,-0.55587822,0.195376616,0.004438877,0.103008062
MCAM,11295.51413,1.260737696,0.443231209,0.004449173,0.103102591
ABCC6,50.56440359,-1.433513555,0.504400416,0.004482938,0.103307095
KCNMA1,1268.42881,-1.320267684,0.464372059,0.004467358,0.103307095
PLXNB1,2269.303212,1.03361669,0.363580808,0.004470787,0.103307095
TXNL4B,561.2164598,-0.522854109,0.183957176,0.004479496,0.103307095
MOV10L1,37.22799836,-1.65908048,0.584064331,0.004503181,0.103629458
NORAD,21259.65151,0.592154823,0.208638533,0.004537083,0.104165166
TPMT,3688.916573,0.815334739,0.287287143,0.004539034,0.104165166
RDH10,969.6309558,-1.018125884,0.358939417,0.004561328,0.104532
COLEC11,179.3603353,-1.502044539,0.529728817,0.004575443,0.104566219
AGMAT,112.565228,-1.186501014,0.418427519,0.004573698,0.104566219
NFKBIA,2618.227034,-0.809850523,0.285669107,0.004583643,0.104609341
CD300A,889.6245811,-1.231185398,0.434474469,0.00460075,0.104711309
ATP1A1,37082.8311,0.770794114,0.271994834,0.004599009,0.104711309
UBXN8,898.9666438,0.65014413,0.229532355,0.004618951,0.104981344
HCST,612.4214678,-1.300443056,0.459278551,0.004633155,0.105016059
SLCO2B1,4093.052891,-1.067649148,0.377050343,0.004631828,0.105016059
S1PR4,142.2055128,-1.546495937,0.54629422,0.004641945,0.105071576
ATG14,1681.799891,0.607314946,0.214647543,0.004664135,0.105213758
2017-09-06 00:00:00,2707.256598,-1.081469883,0.382260529,0.004667277,0.105213758
BMF,1860.181836,-0.937583488,0.331380911,0.004664666,0.105213758
AKR1A1,3818.284272,-0.624769484,0.220910556,0.004681701,0.105395514
CYSLTR1,178.2609822,-1.179596351,0.41739148,0.004711634,0.10579824
RBM38,906.9771936,-1.000388164,0.353986173,0.004712361,0.10579824
DCLK3,22.58245799,1.140547628,0.403759988,0.004730779,0.106068037
SLC15A3,1823.231683,-1.235025951,0.437274353,0.004737319,0.10607114
IPCEF1,271.1349266,-1.227854058,0.434806729,0.004744205,0.106081959
KLF8,304.59069,1.351865054,0.478923881,0.004761906,0.10619114
SLA,1632.817661,-1.162988661,0.411999062,0.004760708,0.10619114
KAT2A,2687.570783,0.878017171,0.311110353,0.004769469,0.106216844
SLC7A1,4908.811629,0.790773832,0.280268925,0.004780226,0.106313519
IDH2,2747.872524,-0.833554604,0.295675887,0.004815105,0.1065593
IL1RAP,3326.989491,1.15698044,0.410418904,0.004817003,0.1065593
KIRREL,1941.823936,1.042223081,0.369571959,0.004801144,0.1065593
KIAA1147,2214.210006,-1.015388129,0.360118526,0.004808441,0.1065593
C2orf16,120.9273066,1.04639107,0.371260136,0.004825089,0.106595861
HSCB,444.5018255,-0.506046345,0.179671236,0.00485481,0.106967219
GZMB,469.3975496,-1.40979561,0.5004899,0.004849999,0.106967219
