symbol,baseMean,log2 Fold Change,lfcSE,pvalue,padj
ZNF385C,52.37864549,-1.378710385,0.490003832,0.004897908,0.107773479
GPX4,6317.080212,-0.845812648,0.30085969,0.00493388,0.1081342
NCF4,913.1664878,-1.221470393,0.434416064,0.004927242,0.1081342
WAS,707.9194546,-1.181803034,0.420371034,0.004933667,0.1081342
GCKR,23.76309499,-1.681957096,0.598923024,0.00498034,0.108749516
GZMM,100.2429933,-1.477689418,0.526150341,0.0049774,0.108749516
GSDMB,345.4314656,-1.177659334,0.419361757,0.004981645,0.108749516
PROM1,393.321468,-1.558716488,0.555165303,0.004990258,0.108794198
ARHGAP9,738.2250024,-1.233515134,0.439437681,0.005000045,0.108864319
CCL4L1,892.0355918,-1.323864114,0.471769204,0.005013439,0.108920241
C6,130.3326239,-1.596044119,0.568792892,0.005015761,0.108920241
HMGN2P46,107.7539073,-0.692652717,0.246912939,0.005027744,0.109037562
HAPLN1,586.6792672,-1.701751986,0.606852474,0.005043741,0.109241493
COL15A1,5538.251561,1.2500063,0.445847647,0.005052577,0.109290019
DCANP1,184.8387319,-1.431836863,0.511628096,0.005132639,0.110732679
PLBD1,2015.332867,-1.109090229,0.39628586,0.005130678,0.110732679
AP1S2,20435.69636,0.935385912,0.334392861,0.005153702,0.11104251
MPRIP,8330.066658,0.507811707,0.181616874,0.005172977,0.11116868
GADD45B,834.694699,-0.992618404,0.354956208,0.00516669,0.11116868
TMC8,1163.551149,-1.280429485,0.45826588,0.005204832,0.11127595
CTNNB1,32490.75238,0.826615608,0.295794833,0.005197083,0.11127595
HCK,1523.685391,-1.143954603,0.40937929,0.005200197,0.11127595
FAT4,552.4685939,-1.232011021,0.440925504,0.005203669,0.11127595
ABCC3,588.1670778,-1.316623689,0.471349871,0.005217256,0.111397838
ENDOD1,4982.227827,0.837706524,0.29997621,0.00522901,0.111505099
AKAP5,249.2457991,-1.113983861,0.399208126,0.005262931,0.1120842
LINC01102,126.9936037,1.648555672,0.591409448,0.005311595,0.112830525
ICAM4,32.36550016,-1.306734376,0.468729206,0.005306342,0.112830525
S1PR1,979.0010233,-1.110767517,0.398631595,0.005328863,0.112925523
GPR132,221.4645036,-1.272509212,0.456724098,0.005333553,0.112925523
ACSM5,120.0780186,-1.373137095,0.492872885,0.005336513,0.112925523
PTK2B,1569.443023,-1.086898655,0.390222524,0.005347321,0.113009894
VPS52,2197.711018,0.487898925,0.175272558,0.005374961,0.113449343
ELL2,2633.193323,-0.923109562,0.331806821,0.005401351,0.113723431
ITPR3,5605.19229,1.069692311,0.384497895,0.005401674,0.113723431
CDC42BPB,4648.287413,0.629034493,0.226195826,0.005420362,0.11397205
THEMIS,249.2331362,-1.375109454,0.494632132,0.005434803,0.114090412
RAP1A,3851.307151,-0.581464254,0.209177206,0.005439763,0.114090412
MZF1,295.9685667,0.849744527,0.305848804,0.00546415,0.114457027
CRYAB,4449.629455,1.311855481,0.472258418,0.005472257,0.114482105
TSPOAP1-AS1,176.7831535,-1.071848598,0.386023865,0.005492428,0.114759201
PSMA3-AS1,2135.430931,0.604792974,0.217873922,0.005505166,0.114880474
R3HDML,21.79751501,1.595947148,0.575104001,0.005519181,0.11502806
IL18BP,942.6955882,-1.097845857,0.395737417,0.005534147,0.115195069
NFAM1,760.4833928,-1.179642269,0.425452793,0.005559764,0.115438253
CFHR1,392.6977465,-1.292935893,0.466280122,0.005556368,0.115438253
NCKAP1L,2554.521306,-1.129516256,0.407767921,0.005605667,0.115666612
ITGB7,724.6231455,-1.0217506,0.368700379,0.005584634,0.115666612
MGAT3,332.3432776,-1.280853997,0.462304699,0.005595587,0.115666612
PBX3,809.2240846,-0.812252816,0.293126201,0.005588436,0.115666612
PPME1,1935.149818,0.534648613,0.192992315,0.00560029,0.115666612
CIITA,1015.140671,-1.271964171,0.459265367,0.005613162,0.115677219
TGDS,1588.603801,0.768312283,0.2775762,0.005641308,0.116005035
C15orf52,954.6606641,0.89771012,0.324337048,0.005643072,0.116005035
TMPRSS9,69.83487087,1.559830953,0.564838847,0.005752763,0.118113429
CYTH4,1429.913103,-1.075304055,0.389621076,0.005782412,0.118428665
TARP,337.7370194,-1.238831362,0.448828494,0.005777585,0.118428665
RAPGEF5,943.2468739,-1.088494104,0.394515193,0.005796653,0.118573766
CDK14,1206.020157,-1.086700162,0.394039625,0.00581838,0.118871442
PITRM1-AS1,84.45865898,0.866217124,0.314595082,0.005897347,0.119243638
CPM,1950.909784,-1.021357899,0.370761111,0.005873519,0.119243638
PDXDC2P,1471.077725,0.607969649,0.220729307,0.005880568,0.119243638
PTGER2,201.5864883,-1.322469821,0.479940548,0.005860488,0.119243638
LOC643733,103.9791368,-1.14335457,0.415252221,0.005898017,0.119243638
BMP6,193.298522,-1.187992172,0.431094561,0.005855635,0.119243638
SLC22A1,45.31628898,-1.367299899,0.49631812,0.005871257,0.119243638
TCF4,3557.951149,-1.056373637,0.383538031,0.005882024,0.119243638
C16orf52,1326.944733,0.494389429,0.179568247,0.005901369,0.119243638
FRMD4A,3123.925923,1.016205637,0.369253317,0.005922248,0.119519756
SLC4A8,167.8529868,-1.172443771,0.426602112,0.005989952,0.120739071
PTPN14,4419.9556,0.941325239,0.342840438,0.006038826,0.121281583
UCP2,2922.553554,-1.176768552,0.42854582,0.00603346,0.121281583
KIAA0087,9.392154191,1.637142565,0.596112208,0.006025942,0.121281583
GLIPR1,1179.788239,-0.988308616,0.360616622,0.006132572,0.121398546
SNX20,307.0905334,-1.240337559,0.452125177,0.006081584,0.121398546
LOC283710,44.25856221,-1.406706966,0.512937904,0.006098258,0.121398546
DUBR,349.0447421,0.75816171,0.276414663,0.006091001,0.121398546
IGBP1,3437.664742,-0.569747371,0.207658057,0.006075463,0.121398546
JAG2,542.8291786,0.992189054,0.362031781,0.006132467,0.121398546
NFKB2,1488.510307,-0.799826588,0.291734626,0.006113632,0.121398546
RADIL,70.9838428,-1.275883155,0.464873851,0.006058851,0.121398546
PTAFR,1395.423126,-1.139068257,0.415463806,0.006112611,0.121398546
SRSF5,7505.138573,0.531677102,0.193830322,0.006088018,0.121398546
BRSK1,297.2445956,1.206818169,0.440311107,0.006128409,0.121398546
MAP3K6,1252.607915,0.693583957,0.252870138,0.006090916,0.121398546
GSR,2362.58194,-0.674809855,0.246330207,0.006154164,0.121535573
PID1,290.5328665,-1.228816284,0.448502392,0.006147265,0.121535573
GLS,8483.183169,0.684464215,0.249900888,0.006163711,0.121579206
EEF1A1,581883.0131,-0.626526875,0.228844467,0.006185456,0.121742374
PIGL,274.1111613,0.831541658,0.303735137,0.006186679,0.121742374
TOR3A,2085.190083,-0.626879461,0.22905437,0.006203715,0.1219328
KCTD20,8170.194034,0.665442507,0.243349846,0.006247326,0.122354544
INO80D,1739.544778,0.641167942,0.234417367,0.006235082,0.122354544
MPDZ,2953.864757,0.987654887,0.361153888,0.006243329,0.122354544
MEGF8,2196.888283,0.561760425,0.205487313,0.006260879,0.122475217
KLRG1,135.6707869,-0.860571466,0.31496233,0.006289391,0.12260396
TIGIT,617.0551536,-1.362601973,0.498635354,0.006282473,0.12260396
BIN2,950.2295279,-1.157122214,0.423679742,0.006311858,0.12260396
NUDT15,1148.033444,0.584086257,0.213835721,0.006305212,0.12260396
SLC18A1,13.43991895,-1.618784831,0.592661131,0.006306904,0.12260396
SNORD69,7.535105797,1.435524811,0.525577922,0.006307998,0.12260396
FAM124A,331.0705333,0.924145418,0.33859752,0.006346256,0.122840097
RPL23A,34510.06387,-0.742928301,0.272193778,0.006344785,0.122840097
TDO2,253.481734,-1.303714987,0.477622806,0.006341291,0.122840097
LOC101243545,14969.85972,-0.742257862,0.272041948,0.006362918,0.122875519
IRF5,682.2213548,-1.085446388,0.397789068,0.006358483,0.122875519
EMCN,967.4214948,-1.082460944,0.396793269,0.006371527,0.122898528
MGP,12472.82747,-1.348874165,0.494754823,0.006403931,0.123379916
TPRKB,1025.301745,-0.512383748,0.187978647,0.006415459,0.123458461
TNFSF13B,1374.051657,-1.16125639,0.426604127,0.006486975,0.124568625
DUSP8,127.9613077,1.107615594,0.406907618,0.006488184,0.124568625
SCPEP1,4415.376393,-0.820638137,0.301659684,0.006520094,0.125036389
C1QB,13489.19959,-1.22598034,0.450871341,0.006545276,0.125374191
PADI2,414.4015477,-1.278882189,0.470693423,0.006587316,0.125888391
RAPH1,2045.036564,0.652839473,0.240267759,0.006585013,0.125888391
PRDX1,16998.74001,-0.731979613,0.269514254,0.006609154,0.12616023
GNPTAB,10505.36677,0.822863995,0.303131455,0.006636687,0.12654001
FAM49A,935.0385493,-1.087650547,0.400791549,0.006652511,0.126646334
PLA2G6,825.242005,0.950704879,0.35036043,0.006657551,0.126646334
POLR3G,852.2233239,0.806272237,0.297213387,0.006672294,0.12668245
OTUB2,193.6047216,0.99250308,0.365879414,0.006674741,0.12668245
PRPS1,2001.450946,-0.473654644,0.174654505,0.006688827,0.126758206
PRRG1,845.1676159,0.947205295,0.349303884,0.006694033,0.126758206
CPEB2,5826.887321,1.025202506,0.378373386,0.00673848,0.127179777
SAMSN1,988.6228254,-1.05733659,0.390239147,0.006739323,0.127179777
MIR3945HG,48.44677584,-1.468377244,0.541841789,0.006728845,0.127179777
FRMD6,3958.328728,0.936827328,0.346110939,0.00679504,0.12808535
MYO1G,600.8652756,-1.203664064,0.444776217,0.006805313,0.128133216
GMIP,885.7098027,-0.801635374,0.296261516,0.006813248,0.128137004
ARRDC2,1279.251262,-0.613561415,0.226811598,0.006827172,0.128139823
APBB1IP,938.5918948,-1.125199452,0.41595845,0.006828865,0.128139823
HSD17B6,110.281572,-1.274022356,0.471062215,0.006839215,0.12818886
HID1,351.3481088,-1.397350051,0.51685516,0.006860062,0.128434308
BTBD19,138.8592046,1.09301083,0.404394174,0.006875081,0.128438632
RAB37,270.7359565,-1.325325417,0.490352626,0.006875796,0.128438632
PTPN22,562.8746887,-1.134513938,0.42000237,0.006908803,0.128620176
SLC25A36,5381.398531,0.725195605,0.268424975,0.006899228,0.128620176
LNPK,3413.876653,0.873238719,0.323242062,0.006902729,0.128620176
C17orf96,290.0807658,-1.038120087,0.384566104,0.00694525,0.129008797
TXN,6304.6123,-0.717190923,0.265657344,0.006940533,0.129008797
FBXO9,2879.868613,0.540268157,0.200225036,0.006969362,0.129050899
TMEM135,1485.734638,0.705159781,0.261377423,0.006978671,0.129050899
UBA52,22673.09704,-0.775098082,0.287298499,0.006978171,0.129050899
CAMKV,18.78766069,-1.633940833,0.605638244,0.006978206,0.129050899
RTKN,1240.01929,0.63596814,0.235793809,0.006993855,0.129187495
PARD6G,848.5685245,0.867546932,0.321995854,0.007054092,0.130155059
ARHGAP30,2188.897271,-1.122965713,0.416896108,0.007067764,0.130191748
DERL3,462.0572163,-1.283425316,0.476499661,0.007071795,0.130191748
AOX1,648.2863367,-1.326984245,0.492890572,0.007097189,0.130514241
KANK2,3514.174555,0.774544688,0.287803106,0.007118885,0.130768074
TTC9,279.3234538,-1.387661539,0.51569616,0.007127001,0.130772187
GTF2H4,971.5998658,0.515949488,0.191792088,0.007141991,0.13090226
PDE4B,1885.111242,-1.132175119,0.421183769,0.007186446,0.131281387
MICAL3,5015.428676,0.835430426,0.310715993,0.007172509,0.131281387
STX16,4772.0917,0.538792664,0.200423613,0.007182343,0.131281387
FAM117A,548.8806123,-0.777814334,0.289572981,0.007229716,0.131657567
TMEM128,1460.086594,0.563568682,0.20984419,0.007238822,0.131657567
ST3GAL5,4892.209715,0.977878436,0.36406046,0.007230593,0.131657567
PIEZO1,2818.078824,0.763753951,0.284363634,0.007234869,0.131657567
AFAP1L1,1076.72111,0.999968894,0.372415492,0.007251041,0.131735187
LYN,3074.532897,-0.901918746,0.335947613,0.007259481,0.131744079
FCGR1A,1259.638324,-1.251631418,0.46634631,0.007276674,0.131911613
LOC100130987,22.78451215,1.161258021,0.433058643,0.007328721,0.132709929
NOL3,572.6108964,1.015639762,0.379050417,0.007374721,0.133397115
HMGN2,14021.13841,-0.593431722,0.221587339,0.007404244,0.133785075
IL4I1,403.7901566,-1.228925684,0.459165023,0.007440983,0.13430245
C3AR1,1757.134277,-1.099725741,0.410968552,0.007452077,0.134356322
MIR3125,10.29671939,1.573716932,0.588439522,0.007486527,0.134720262
JAML,1272.207115,-1.118755234,0.418434321,0.007502627,0.134720262
AADAC,182.9116862,-1.608622897,0.601827701,0.007519954,0.134720262
GIMAP7,1024.970113,-1.097726541,0.410869464,0.007546448,0.134720262
SOGA3,115.7967879,-1.191061586,0.445856801,0.007553571,0.134720262
ARGLU1,6601.599651,0.73569008,0.275167141,0.007503929,0.134720262
NPL,3830.379237,-1.072952253,0.401545064,0.007538731,0.134720262
CCNL2,6300.439886,0.868080941,0.324788785,0.007523111,0.134720262
FZD6,2621.069952,1.185625107,0.443644079,0.00752953,0.134720262
SLC7A7,1614.262211,-1.011813135,0.37863205,0.00753364,0.134720262
RPS4X,77989.07807,-0.837222524,0.313481932,0.007568871,0.134847986
ONECUT2,137.147992,-1.475548742,0.552833384,0.007606252,0.135368412
ODC1,4162.406555,-0.79066495,0.296321495,0.007624358,0.135545046
SAMD11,33.81816559,-1.367434937,0.512735079,0.007654478,0.135934674
IGSF10,141.042987,-1.044810799,0.392026208,0.007695273,0.136242442
PARVG,1134.204331,-1.154127192,0.432967915,0.007684689,0.136242442
STK40,2366.599967,-0.55923686,0.209836873,0.007696477,0.136242442
ALS2CR12,143.7716534,1.271231543,0.477233548,0.007727464,0.136644988
RHOF,10.82957715,-1.521504242,0.571367751,0.007746678,0.136838714
RGS5,5310.15025,-1.017341898,0.382092406,0.007754998,0.136839796
RRN3P3,282.8429115,0.438736837,0.165043722,0.007853438,0.137988986
SDHB,3343.729207,-0.566232917,0.212954175,0.007838633,0.137988986
PTTG1IP,27167.04984,0.80243219,0.301754426,0.00783212,0.137988986
VASH2,179.167835,-1.149308472,0.432318687,0.007849515,0.137988986
SH3BP1,892.1800156,-0.812920533,0.305854717,0.00786374,0.138023626
PRKACB,4940.215718,-0.706364541,0.265958184,0.00790916,0.138673936
DIP2A,2021.562367,0.603016143,0.227135323,0.007933754,0.138811373
SYDE1,1079.058025,0.860138285,0.323944111,0.007926004,0.138811373
MAP3K5,1222.399212,-0.924510034,0.348335265,0.007952472,0.138941886
CFAP46,19.43959433,-1.590140329,0.59918307,0.007957985,0.138941886
STC1,1139.15883,1.435108227,0.540904553,0.007974123,0.139077101
ABCC10,1058.923767,0.615966846,0.232248094,0.007997074,0.139330722
XCL2,82.65027917,-1.357531805,0.512281046,0.00804978,0.140101688
CRLF3,1423.149133,-0.672384578,0.25378334,0.008062449,0.140174943
ACOT11,150.5016017,-1.24644935,0.470788472,0.008107058,0.14075459
HIST1H2BD,431.8777678,1.183464425,0.447039109,0.008112779,0.14075459
PGD,4268.07983,-0.68387619,0.258445794,0.008142316,0.140998439
MED18,595.0862788,-0.398824417,0.150724623,0.008143853,0.140998439
THOC3,1515.381112,-0.548379844,0.207325298,0.008168576,0.141278846
NKG7,885.0816504,-1.35379283,0.511972977,0.008186825,0.141446817
TOM1L2,2122.456612,0.758059306,0.286720952,0.008195874,0.141455661
ACTN1,8829.162551,0.770852982,0.291603284,0.008205401,0.141472733
PRKD3,12461.62604,1.127792061,0.426863486,0.008240738,0.141478442
GVINP1,763.122472,-1.27668955,0.483278194,0.008248426,0.141478442
MEOX1,269.0862141,-1.326716929,0.502055641,0.008227958,0.141478442
C1QA,11657.31824,-1.180294485,0.446640624,0.008227109,0.141478442
HAUS8,342.5791476,-0.575353905,0.2177763,0.008243044,0.141478442
CUL7,2426.831751,0.702633349,0.266016665,0.008258532,0.141505286
ADRA2A,308.5567351,-1.396009,0.528813795,0.008293352,0.141808613
DTX1,332.2244776,-1.403635818,0.531669526,0.008289302,0.141808613
DHRS9,339.7912324,-1.286454751,0.487684588,0.008342543,0.142502671
DMD,875.512165,-0.98105771,0.371986003,0.008355629,0.142579211
TRAK2,13481.76888,1.133645423,0.430014946,0.008381731,0.142877462
BICD1,830.5977578,0.892519846,0.338680981,0.008406744,0.143156573
SHROOM3,741.7356397,-1.426949614,0.541672233,0.008430067,0.143259253
BMS1P20,3404.071357,-0.896707712,0.340390865,0.008429924,0.143259253
PSME1,5996.003422,-0.659332803,0.250358465,0.008449613,0.143297485
ZNF814,659.9207742,0.630838329,0.239530083,0.008447259,0.143297485
ACAD11,842.1138711,0.758386017,0.288012427,0.008459171,0.143312881
C5AR1,1013.480852,-1.195953619,0.454342559,0.00848157,0.143545587
EPN2,1332.277888,0.686392999,0.260836024,0.008500599,0.143582
IL3RA,700.8393757,-1.076208226,0.409133768,0.00852705,0.143582
PDCL,1197.554783,-0.340777901,0.129505419,0.008503903,0.143582
FGD6,786.327899,-0.763794068,0.290330413,0.008519035,0.143582
CASP6,512.3272676,-0.639430917,0.243038735,0.008513815,0.143582
BTN2A1,2030.905252,0.444712382,0.169151199,0.00856157,0.143991628
PLEKHF1,242.3018616,-0.997935299,0.379616769,0.008568758,0.143991628
GIMAP1,392.9985146,-1.019216092,0.388040951,0.008625066,0.144791001
ZNF133,595.224314,0.511937116,0.194988178,0.008652747,0.144815523
HIST1H2BF,11.90935044,1.545373921,0.588469961,0.008637248,0.144815523
SYTL4,389.351739,-1.251422317,0.476607614,0.008647435,0.144815523
ID3,992.0158046,-1.078918296,0.411157206,0.008687786,0.145255217
MPLKIP,841.7328527,-0.51725768,0.197287816,0.008745571,0.145308619
FCGR2B,2289.488248,-1.213883509,0.463066096,0.008756831,0.145308619
FGD2,765.2474792,-1.14587908,0.436848021,0.008714363,0.145308619
SUSD5,1555.657241,1.499102714,0.572125011,0.008786886,0.145308619
MCHR1,420.934183,1.585750771,0.604974993,0.008762495,0.145308619
ID2,1925.470467,-0.868849391,0.331630062,0.008794639,0.145308619
SELPLG,1397.760676,-1.098084411,0.419136298,0.008796219,0.145308619
TBXAS1,1223.797877,-1.091978884,0.416696631,0.008778526,0.145308619
ABCC11,320.6453121,1.436551644,0.547692367,0.00871805,0.145308619
KIAA1755,565.7825807,1.208861224,0.461339472,0.008784496,0.145308619
UBE3B,2222.194906,0.463870534,0.176882584,0.008729312,0.145308619
SLC23A2,5430.130728,0.774131009,0.295219755,0.008735914,0.145308619
CCDC28B,216.5637363,-0.790125845,0.3019222,0.008871026,0.146398436
KCNJ15,309.1627228,-1.400584723,0.535292813,0.00888407,0.146467819
SLC9A9,624.174315,-0.897752833,0.343266291,0.008914265,0.146528228
SLAMF7,2231.003805,-1.22314865,0.467649597,0.008909071,0.146528228
TRPC1,368.5341693,0.928484002,0.354930681,0.008897732,0.146528228
SLA2,234.329571,-1.268082624,0.484953978,0.008926626,0.146586
DEDD2,715.7283164,-0.790095328,0.302210566,0.008938776,0.146640184
CLCN6,1113.841209,0.555439349,0.21251151,0.008957009,0.146793952
DUSP2,313.0623876,-0.961225083,0.367961485,0.00899358,0.14681244
ISG20,774.4822133,-1.176380267,0.450317043,0.008992533,0.14681244
FAM96A,2684.881385,-0.478112081,0.182962079,0.008970514,0.14681244
CD58,1280.21124,0.804172558,0.307827911,0.008990649,0.14681244
UTS2,24.59912996,-1.466829128,0.562036916,0.009058331,0.146986467
CCR1,1801.725726,-1.073361493,0.411263732,0.009056594,0.146986467
SYNM,1910.693877,1.103956347,0.423045939,0.009066339,0.146986467
PIK3R5,908.1251979,-1.042564152,0.39946968,0.009057649,0.146986467
ZNF749,485.1670664,1.095862496,0.419801759,0.009042886,0.146986467
LAIR2,33.32403147,-1.360302655,0.521162935,0.0090508,0.146986467
TNFRSF1B,2442.732414,-0.997984798,0.382221127,0.009027414,0.146986467
LINC01133,127.5405971,-1.580197293,0.60565135,0.009078406,0.147038226
HRASLS5,93.29528209,-1.446216272,0.554516666,0.00910553,0.147250372
HDAC9,475.87997,-1.096021341,0.42026559,0.009109278,0.147250372
MXI1,5676.350634,0.912226383,0.349869015,0.009124954,0.147360001
LIMK1,2217.352859,-0.764949995,0.293546938,0.009163683,0.147841345
2017-03-10 00:00:00,17.84737192,1.522890777,0.584598484,0.009186888,0.147923187
NIN,9328.60214,0.770631542,0.295862196,0.009195539,0.147923187
FXR1,6721.942743,0.424545896,0.162977587,0.00918919,0.147923187
ANKDD1A,543.78529,0.582314575,0.223631075,0.00921677,0.148054534
TM6SF1,512.0084759,-0.894203039,0.34343174,0.009221575,0.148054534
LYL1,203.8270718,-1.163510173,0.447270132,0.009285523,0.148936918
RNF11,4961.553436,0.471381717,0.181290913,0.009318579,0.149322568
ZBTB6,1021.696084,-0.454584032,0.174932465,0.009359772,0.149837739
ZNF689,701.2903359,-0.672443645,0.259062957,0.009440489,0.150232767
HGD,99.88104534,-1.57599288,0.606917289,0.009411924,0.150232767
ARHGAP4,1385.548421,-1.091051169,0.420110456,0.009402608,0.150232767
MSR1,4980.135869,-1.189174841,0.457942554,0.009410291,0.150232767
RGS10,1782.294296,-0.865444753,0.333326499,0.009420975,0.150232767
STAT4,344.0074078,-1.041612087,0.401326823,0.00944751,0.150232767
FAM193A,1220.389532,0.430428928,0.165852475,0.009452166,0.150232767
TBCK,1098.642249,0.635278129,0.244801303,0.009456984,0.150232767
TMX1,4042.780954,0.484510305,0.186828071,0.009504639,0.150845183
DCXR,1304.345917,-0.75359144,0.290885742,0.009578693,0.15187499
CNTNAP3B,552.1488168,1.190551056,0.459734436,0.009607369,0.152184038
MZB1,698.6520932,-1.437704942,0.555591146,0.009661821,0.152608882
LOC728743,392.7748232,-0.798742355,0.308618481,0.009650073,0.152608882
FRMD8,2071.114085,0.607575285,0.234780661,0.009657923,0.152608882
NCOA4,11909.67047,-0.561976761,0.217298539,0.009704154,0.15313155
IRGQ,1412.105381,0.553096052,0.214133016,0.009795796,0.153516516
SNED1,1647.573646,1.17267161,0.454046359,0.009802672,0.153516516
ZBTB32,37.6390792,-1.333166867,0.51599737,0.009775531,0.153516516
TRIM59,308.8204158,-1.002658954,0.388073305,0.009775119,0.153516516
GTF2IRD2P1,744.8063169,0.789286837,0.305550445,0.009789884,0.153516516
PFN2,4611.115481,0.981052769,0.379725169,0.009777898,0.153516516
TNFRSF19,5410.428207,1.317544731,0.510017443,0.009785092,0.153516516
NECAP2,3140.54676,-0.506299477,0.196033153,0.009802378,0.153516516
PARP8,1793.290194,-1.016656342,0.393807338,0.009834109,0.153863417
EREG,89.47788738,1.565593865,0.606865515,0.009885651,0.154232908
HHATL,146.233306,-1.556707213,0.603365545,0.009878888,0.154232908
CD80,137.3581545,-1.078712548,0.418059598,0.009871905,0.154232908
ADAMTS14,286.0521143,1.283894276,0.497940054,0.009925577,0.154471839
FCGR1B,934.5349835,-1.168743663,0.453301075,0.009928934,0.154471839
ACYP1,432.9325588,0.795387664,0.308482709,0.009926289,0.154471839
CD1C,270.7654985,-1.386215132,0.537922759,0.009966829,0.15491593
CLIP1,5678.461374,0.598350255,0.232226627,0.009978339,0.154949488
TMEM221,14.73399079,-1.301803688,0.505425856,0.010004981,0.155072533
FUT7,47.26601018,-1.389705364,0.539533148,0.01000214,0.155072533
LOC283335,223.3607971,0.931263142,0.361638482,0.010020479,0.155167585
BASP1,1469.703205,-1.089675411,0.423284006,0.010043258,0.155230169
NLRC3,527.0278384,-1.154167798,0.448296828,0.010036721,0.155230169
SLC26A2,4168.206199,1.054036382,0.409676224,0.010086427,0.15526179
CLEC9A,44.80998486,-1.36422514,0.530332749,0.010099768,0.15526179
GZMA,665.4069881,-1.240152711,0.482099582,0.010099628,0.15526179
ING3,838.8967322,-0.507096595,0.197134789,0.010101528,0.15526179
MRPS6,2598.33686,0.688959604,0.267822035,0.010098066,0.15526179
SPI1,979.8341351,-1.152772437,0.448138872,0.010100915,0.15526179
PCDH7,5358.169579,1.305336686,0.507706708,0.010139221,0.155648965
PTK7,3020.713847,0.818403648,0.318342163,0.010145506,0.155648965
RPL11,49526.94903,-0.807233843,0.314115527,0.010173877,0.155939834
GRPR,35.04592692,-1.306627476,0.508871582,0.010237692,0.15621936
CD244,179.2627887,-1.132763255,0.441168522,0.010239256,0.15621936
ZMAT5,297.4912837,-0.425137487,0.165528629,0.010218031,0.15621936
SHROOM4,706.8724412,0.951708102,0.370614693,0.010231139,0.15621936
CAV2,2421.359992,0.81891352,0.318852427,0.01021942,0.15621936
LINC00571,8.329750604,1.326912089,0.517106497,0.010286918,0.156617029
ETV5,11260.86844,1.05300558,0.410399744,0.010293678,0.156617029
MIR590,17.17290812,0.996278571,0.388237343,0.010283182,0.156617029
ABCG1,1696.91521,-1.065461875,0.415306768,0.010303268,0.156619132
ST5,3076.406826,0.662331707,0.258213009,0.010315814,0.156666109
LINC00892,20.52353692,-1.485193993,0.579089943,0.010326401,0.156683278
CTSD,44220.26933,-1.118163393,0.43625092,0.010373623,0.157112032
JAK3,1178.505298,-1.165739244,0.454778521,0.010367883,0.157112032
UBL4A,1942.184877,-0.366441648,0.1430014,0.010392041,0.157247242
ATOX1,2505.935761,-0.850737825,0.332036848,0.01040177,0.157250853
ADCY9,1464.90354,0.799722542,0.312255816,0.01043373,0.157251121
CYB5A,1363.292726,-0.768517514,0.300151958,0.010454329,0.157251121
TRPC4AP,4103.214502,0.265046593,0.103528999,0.010463622,0.157251121
PCDHGC3,2139.390361,1.105357911,0.431786071,0.010468223,0.157251121
MYH7B,43.12639941,0.994439535,0.388309333,0.010438735,0.157251121
LINC01125,69.85503322,1.041776832,0.406812042,0.010442218,0.157251121
TANC1,3580.154777,0.80888916,0.315945402,0.010460647,0.157251121
WBP1,279.2692925,0.699372904,0.273333407,0.010507021,0.15731197
NCF2,1843.930596,-1.107936246,0.432890713,0.010485598,0.15731197
CSAD,770.4599216,0.843465784,0.329610118,0.010497971,0.15731197
LOC729732,166.0597069,1.271643009,0.497012442,0.010510251,0.15731197
GSTA4,1976.05656,0.946394112,0.369989923,0.010530892,0.157478651
CHRNA7,174.2718571,-1.2620076,0.493677828,0.010578018,0.157901033
ABCD2,105.0374146,-1.183163016,0.462949552,0.010597257,0.157901033
RPL18A,31320.34107,-0.863386614,0.337774374,0.010585131,0.157901033
SLC4A4,303.6133791,-1.286836157,0.503499448,0.010594867,0.157901033
MAT2B,4007.713018,-0.519088296,0.203166897,0.010619249,0.157944649
CRACR2A,281.6525825,-1.096920397,0.429296854,0.010614024,0.157944649
RGS19,712.8909293,-0.999150615,0.39128883,0.010665052,0.158483622
PAX3,3955.315954,1.179075491,0.461833008,0.010678899,0.158547205
HERC2P9,2127.266432,0.779073633,0.305355657,0.010730199,0.159166218
ELF4,1125.634043,-0.838959861,0.328974079,0.01076516,0.159541976
FAM86DP,535.9483831,0.924174634,0.362501529,0.010789715,0.159762998
LILRA2,233.3377083,-1.267538386,0.49730127,0.010808373,0.159896374
COTL1,8604.241628,-0.987916751,0.387668274,0.010823198,0.159972846
CUX2,37.67378529,-1.419123948,0.557115895,0.010856976,0.160186323
PKN2,4004.683391,0.641708713,0.251901945,0.010851204,0.160186323
LRG1,167.6703017,-1.339874952,0.52640047,0.010916735,0.160924724
SEMA3A,939.2922059,-1.437690613,0.564936394,0.010931791,0.16100342
ZNF815P,134.9280657,-1.017305781,0.400028618,0.010987928,0.161543016
POTEJ,17.66308792,-0.92648627,0.364275521,0.01097899,0.161543016
NPC1L1,8.451755956,-1.455313803,0.57243797,0.011012299,0.161757786
PABPN1,718.8705414,0.713741134,0.280920202,0.011062272,0.1623479
HAMP,94.70331982,-1.444686631,0.568687211,0.011072929,0.162360503
MBP,8439.648419,0.862330965,0.33950645,0.011086686,0.162418484
IL10RB-AS1,73.14017058,-0.81204752,0.319786343,0.011106057,0.162558538
CCDC18-AS1,530.9537316,0.719566472,0.283824809,0.011236752,0.163140223
ANKRD28,8234.472024,0.967089417,0.381536686,0.011253661,0.163140223
