,SPLICE_NEOANTIGEN,ERV_NEOANTIGEN,FUSION_NEOANTIGEN,INDEL_NEOANTIGEN,SNV_NEOANTIGEN
SPLICE_NEOANTIGEN,1.0,0.14857559671090118,0.047467951921052486,0.1517120869687386,0.19906000063556292
ERV_NEOANTIGEN,0.14857559671090118,1.0,-0.0535733266734248,-0.020453729084912116,0.08170002565513179
FUSION_NEOANTIGEN,0.047467951921052486,-0.0535733266734248,1.0,0.2730107285638899,0.17879787433093708
INDEL_NEOANTIGEN,0.1517120869687386,-0.020453729084912116,0.2730107285638899,1.0,0.5024765945884002
SNV_NEOANTIGEN,0.19906000063556292,0.08170002565513179,0.17879787433093708,0.5024765945884002,1.0
